,,,,,Group Mean and SE,,,,,,,Welch t-test,,,,,GLM Results - dfifference in log-abundance,,,
description,,Overall Mean,Overall SE,,Tumor Mean,Tumor SE,Tumor Ng,Non-Tumor Mean,Non-Tumor SE,Non-Tumor Ng,,t,df,p,fdr p-value,,Est,SE,p,fdr p-value
"steB, tetB46; ATP-binding cassette, subfamily B, tetracycline resistant protein",,0.001488546,3.00427E-05,,0.001927163,5.88601E-07,65,0.001181985,1.24782E-07,93,,0.882263094,91.16194212,0.189977512,0.399257859,,0.488853308,0.487860635,0.317878562,0.977977109
dppA1; D-amino peptidase [EC:3.4.11.-],,0.001487184,3.39783E-05,,0.000770162,1.25378E-07,65,0.001988329,4.61272E-07,93,,-1.590440341,134.5231838,0.05704147,0.386880433,,-0.948449255,0.658158029,0.151570212,0.955518016
K09004; uncharacterized protein,,0.001485688,2.95566E-05,,0.001224563,2.12309E-07,65,0.001668195,2.9607E-07,93,,-0.622197592,155.9650573,0.267360246,0.431234356,,-0.309157734,0.522418194,0.554853153,0.992435956
flaF; flagellar protein FlaF,,0.001480205,2.36889E-05,,0.000521372,1.75037E-08,65,0.002150356,2.36683E-07,93,,-3.231024489,105.2830007,0.00082325,0.231284919,,-1.41692471,0.489093457,0.004308902,0.840365052
hpxQ; 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97],,0.001479057,2.65262E-05,,0.000838022,5.90988E-08,65,0.001927092,2.88285E-07,93,,-1.847783309,125.9761157,0.033489632,0.367253296,,-0.832723241,0.491348044,0.092113809,0.893165679
tsx; nucleoside-specific channel-forming protein,,0.001476802,2.68298E-05,,0.001339478,1.97838E-07,65,0.001572781,2.33309E-07,93,,-0.355310783,154.4913041,0.361420705,0.460782259,,-0.160565836,0.470355299,0.733283394,0.999383253
fbp; diacylglycerol O-acyltransferase / trehalose O-mycolyltransferase [EC:2.3.1.20 2.3.1.122],,0.00147671,4.67803E-05,,0.000373103,2.46987E-08,65,0.002248049,9.74738E-07,93,,-1.875474202,96.63221892,0.031873316,0.367253296,,-1.795963463,1.084246756,0.099647656,0.897477033
nrfF; formate-dependent nitrite reductase complex subunit NrfF,,0.001474462,3.45681E-05,,0.001049715,3.27623E-07,65,0.001771328,3.85765E-07,93,,-0.854360984,154.4675387,0.197114042,0.402292891,,-0.523210737,0.648128302,0.42074344,0.977977109
caiC; carnitine-CoA ligase [EC:6.2.1.48],,0.001468218,2.75781E-05,,0.000945541,6.48909E-08,65,0.00183353,3.13319E-07,93,,-1.443913205,126.268415,0.075620008,0.386880433,,-0.662241351,0.497962351,0.185491598,0.966735451
mhpE; 4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39],,0.001467885,3.24612E-05,,0.000643662,2.7768E-08,65,0.002043955,4.60425E-07,93,,-2.004117467,102.8936075,0.023842715,0.33268341,,-1.155468462,0.627569542,0.06749457,0.840365052
kbaA; KinB signaling pathway activation protein,,0.001467078,3.12656E-05,,0.000463618,9.02479E-08,65,0.00216842,3.90918E-07,93,,-2.457688257,129.4631351,0.007653039,0.295477086,,-1.54269321,0.758374403,0.043624359,0.840365052
"MQCRA, qcrA, bfcA, petC; menaquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.-]",,0.001467078,3.12656E-05,,0.000463618,9.02479E-08,65,0.00216842,3.90918E-07,93,,-2.457688257,129.4631351,0.007653039,0.295477086,,-1.54269321,0.758374403,0.043624359,0.840365052
"4hbD, abfH; 4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]",,0.001466448,2.68105E-05,,0.001535265,2.84388E-07,65,0.001418351,1.90937E-07,93,,0.16957864,136.1072966,0.432796653,0.481506849,,0.07920809,0.46573438,0.865174358,0.999383253
"spo0F; two-component system, response regulator, stage 0 sporulation protein F",,0.00146561,3.18618E-05,,0.000514217,1.02855E-07,65,0.002130562,4.03342E-07,93,,-2.271822866,132.5165189,0.012354254,0.298818183,,-1.421496502,0.741317592,0.056998367,0.840365052
tyrC; cyclohexadieny/prephenate dehydrogenase [EC:1.3.1.43 1.3.1.12],,0.001458428,2.34828E-05,,0.000527928,2.05037E-08,65,0.002108778,2.31462E-07,93,,-3.149345149,107.8052174,0.001058789,0.231284919,,-1.384904673,0.491536973,0.005466543,0.840365052
"vraS; two-component system, NarL family, vancomycin resistance sensor histidine kinase VraS [EC:2.7.13.3]",,0.001457963,3.86232E-05,,0.001196961,3.59098E-07,65,0.001640385,5.07867E-07,93,,-0.47623181,155.9899684,0.317287794,0.448573902,,-0.3151452,0.696296248,0.65146402,0.999383253
nagC; N-acetylglucosamine repressor,,0.001456703,2.04164E-05,,0.001868012,2.01261E-07,65,0.001169228,9.09033E-08,93,,1.292794502,118.1083685,0.099302697,0.386880433,,0.468531156,0.352728336,0.186017037,0.966735451
"aadA; streptomycin 3""-adenylyltransferase [EC:2.7.7.47]",,0.001454181,2.36878E-05,,0.001184867,1.07678E-07,65,0.001642412,2.03744E-07,93,,-0.819896498,153.3634546,0.206773767,0.408273278,,-0.326535656,0.42452029,0.442945102,0.977977109
cotD; spore coat protein D,,0.001453504,3.14593E-05,,0.00045526,8.15441E-08,65,0.002151202,4.00849E-07,93,,-2.441802886,125.7570238,0.008002406,0.295477086,,-1.55291319,0.762710993,0.043437634,0.840365052
yncG; GST-like protein,,0.001453446,2.58139E-05,,0.00107397,1.35423E-07,65,0.001718671,2.37544E-07,93,,-1.055658671,154.5790206,0.14638565,0.386880433,,-0.470189858,0.474577028,0.323339164,0.977977109
vanW; vancomycin resistance protein VanW,,0.001452439,3.14014E-05,,0.000918044,1.36382E-07,65,0.001825941,3.81694E-07,93,,-1.261361928,143.2080232,0.104614646,0.386880433,,-0.687605784,0.5910702,0.246474634,0.977977109
K07807; uncharacterized protein,,0.001450959,2.57727E-05,,0.002145684,4.83063E-07,65,0.000965399,6.31748E-08,93,,1.596966528,80.87216905,0.05708676,0.386880433,,0.798672044,0.419073488,0.058514881,0.840365052
K07136; uncharacterized protein,,0.001448835,1.97128E-05,,0.001066604,7.91322E-08,65,0.001715986,1.37647E-07,93,,-1.394735285,154.6925818,0.082547619,0.386880433,,-0.475508287,0.363264275,0.192463606,0.970382259
"PTS-Aga-EIIB, agaV; PTS system, N-acetylgalactosamine-specific IIB component [EC:2.7.1.-]",,0.001446311,1.91257E-05,,0.001453029,1.36932E-07,65,0.001441615,1.00985E-07,93,,0.023400014,140.1719504,0.490682236,0.49830378,,0.007886168,0.33865563,0.981451349,0.999383253
cpaD; pilus assembly protein CpaD,,0.001441711,2.33857E-05,,0.000754609,3.7009E-08,65,0.001921943,2.26433E-07,93,,-2.274327997,119.9260352,0.012361888,0.298818183,,-0.934892739,0.449298576,0.039088247,0.840365052
K07217; Mn-containing catalase,,0.001439406,2.05564E-05,,0.001056509,1.07757E-07,65,0.001707022,1.39285E-07,93,,-1.308790703,155.5675905,0.096267679,0.386880433,,-0.479780602,0.387420177,0.217428622,0.977977109
cotE; spore coat protein E,,0.001437886,3.11668E-05,,0.000500547,9.6895E-08,65,0.002093015,3.86514E-07,93,,-2.290409369,131.9850907,0.011791687,0.298818183,,-1.430658668,0.740617604,0.055207806,0.840365052
"gerE; LuxR family transcriptional regulator, transcriptional regulator of spore coat protein",,0.001437886,3.11668E-05,,0.000500547,9.6895E-08,65,0.002093015,3.86514E-07,93,,-2.290409369,131.9850907,0.011791687,0.298818183,,-1.430658668,0.740617604,0.055207806,0.840365052
gerQ; spore germination protein Q,,0.001437886,3.11668E-05,,0.000500547,9.6895E-08,65,0.002093015,3.86514E-07,93,,-2.290409369,131.9850907,0.011791687,0.298818183,,-1.430658668,0.740617604,0.055207806,0.840365052
"GBA, srfJ; glucosylceramidase [EC:3.2.1.45]",,0.001437403,1.7854E-05,,0.001388577,8.51563E-08,65,0.001471529,1.04586E-07,93,,-0.190431968,155.047997,0.424609878,0.478558508,,-0.058021892,0.318971583,0.855894991,0.999383253
cccB; cytochrome c551,,0.001436649,3.16068E-05,,0.000481508,9.19529E-08,65,0.002104222,4.01135E-07,93,,-2.310892217,129.2498895,0.011211155,0.298818183,,-1.474778797,0.759094888,0.053839502,0.840365052
porB; pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1],,0.001436242,3.29723E-05,,0.00105397,1.19777E-07,65,0.001703422,4.37892E-07,93,,-0.869678593,134.7231819,0.193011448,0.401289911,,-0.480074789,0.598469945,0.423674782,0.977977109
"AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]",,0.001435973,2.26571E-05,,0.001218971,2.05614E-07,65,0.00158764,1.34575E-07,93,,-0.632087744,134.9710489,0.264199388,0.430303392,,-0.264241954,0.421179629,0.53132384,0.990392471
gerD; spore germination protein D,,0.001432404,3.11198E-05,,0.000500547,9.6895E-08,65,0.002083702,3.85306E-07,93,,-2.279865039,132.0822908,0.012109243,0.298818183,,-1.426199235,0.741180928,0.056146733,0.840365052
sspI; small acid-soluble spore protein I (minor),,0.001432404,3.11198E-05,,0.000500547,9.6895E-08,65,0.002083702,3.85306E-07,93,,-2.279865039,132.0822908,0.012109243,0.298818183,,-1.426199235,0.741180928,0.056146733,0.840365052
ypeB; spore germination protein,,0.001432404,3.11198E-05,,0.000500547,9.6895E-08,65,0.002083702,3.85306E-07,93,,-2.279865039,132.0822908,0.012109243,0.298818183,,-1.426199235,0.741180928,0.056146733,0.840365052
higB; mRNA interferase HigB [EC:3.1.-.-],,0.001430469,2.80301E-05,,0.000988207,1.33798E-07,65,0.001739577,2.9233E-07,93,,-1.151022587,150.2446188,0.125775727,0.386880433,,-0.565504947,0.528190158,0.28598208,0.977977109
E4.2.2.10; pectin lyase [EC:4.2.2.10],,0.001428222,4.50565E-05,,0.000807538,3.60039E-07,65,0.001862033,7.4992E-07,93,,-1.000900984,151.3847033,0.159235928,0.386880433,,-0.835434394,0.918465791,0.364437898,0.977977109
dlgD; 3-dehydro-L-gulonate 2-dehydrogenase [EC:1.1.1.130],,0.001428131,3.32483E-05,,0.001863905,8.39296E-07,65,0.001123558,9.58638E-08,93,,0.765583425,78.74041859,0.223106508,0.416968372,,0.506173414,0.54537813,0.354781906,0.977977109
K17214; inositol transport system permease protein,,0.00142594,2.63885E-05,,0.000819936,1.32831E-07,65,0.001849492,2.49663E-07,93,,-1.664706799,153.4837734,0.049005683,0.38404568,,-0.813440236,0.536781861,0.131694282,0.9417513
"arnB, pmrH; UDP-4-amino-4-deoxy-L-arabinose-oxoglutarate aminotransferase [EC:2.6.1.87]",,0.00142044,2.57602E-05,,0.001498752,2.44368E-07,65,0.001365705,1.85083E-07,93,,0.203024042,141.2806973,0.419704172,0.477532267,,0.092961872,0.462259744,0.840879918,0.999383253
ramA; alpha-L-rhamnosidase [EC:3.2.1.40],,0.001408348,2.16826E-05,,0.000880048,5.23021E-08,65,0.00177759,1.86329E-07,93,,-1.837346753,135.5449989,0.034174382,0.36794056,,-0.70303718,0.415429005,0.092582064,0.893644127
fosB; metallothiol transferase [EC:2.5.1.-],,0.001407827,3.04198E-05,,0.00053335,1.00963E-07,65,0.00201902,3.64933E-07,93,,-2.176596842,135.0842996,0.01562445,0.30920969,,-1.331189453,0.715011315,0.064516256,0.840365052
"uhpA; two-component system, NarL family, uhpT operon response regulator UhpA",,0.00140758,2.53196E-05,,0.00140402,2.1898E-07,65,0.001410069,1.87197E-07,93,,-0.009489833,145.9801214,0.496220639,0.499538904,,-0.004298422,0.461083561,0.99257379,0.999383253
comB4; ComB4 competence protein,,0.00140679,5.56867E-05,,0.000938898,2.26232E-07,65,0.001733811,1.3077E-06,93,,-0.641825752,121.3640458,0.261098366,0.428346941,,-0.613370275,1.038994792,0.555810437,0.992435956
"adeN; TetR/AcrR family transcriptional regulator, repressor of the adeIJK operon",,0.001406012,2.45725E-05,,0.001191682,1.23593E-07,65,0.001555813,2.15908E-07,93,,-0.624937974,154.6349819,0.266466421,0.431234356,,-0.266632217,0.45352473,0.557442075,0.992435956
inlA; internalin A,,0.001405191,2.52424E-05,,0.001300589,1.22259E-07,65,0.0014783,2.32295E-07,93,,-0.298451345,153.287546,0.382881445,0.469501328,,-0.128075568,0.460996844,0.781516024,0.999383253
"braE, bceB; bacitracin transport system permease protein",,0.001404904,3.25866E-05,,0.001094055,2.81181E-07,65,0.001622165,3.48471E-07,93,,-0.665539589,155.1545799,0.253346811,0.424988378,,-0.393870627,0.620951399,0.526812902,0.989176236
"mqnD; 1,4-dihydroxy-6-naphthoate synthase [EC:1.14.-.-]",,0.001403228,3.16684E-05,,0.00106859,1.5326E-07,65,0.001637115,3.83444E-07,93,,-0.77603639,146.5792979,0.219488925,0.415893617,,-0.426595528,0.591188037,0.471626567,0.97968701
K07100; putative phosphoribosyl transferase,,0.001402798,3.33045E-05,,0.000946108,8.91908E-08,65,0.001721991,4.62043E-07,93,,-1.045028785,124.2891571,0.149018934,0.386880433,,-0.598879859,0.622712385,0.337674642,0.977977109
K06946; uncharacterized protein,,0.001402763,5.63408E-05,,0.000550603,6.17744E-08,65,0.001998358,1.41468E-06,93,,-1.191477061,99.9361948,0.118144161,0.386880433,,-1.289067132,1.180458431,0.276514274,0.977977109
ureAB; urease subunit gamma/beta [EC:3.5.1.5],,0.001400603,3.65085E-05,,0.000860815,1.37996E-07,65,0.001777874,5.39709E-07,93,,-1.113979118,132.5994909,0.133651652,0.386880433,,-0.725294569,0.707475322,0.306861979,0.977977109
"ttrS; two-component system, LuxR family, sensor histidine kinase TtrS [EC:2.7.13.3]",,0.001400354,7.48207E-05,,5.72531E-05,1.55329E-09,65,0.00233908,2.54037E-06,93,,-1.431204387,92.11249056,0.077877873,0.386880433,,-3.710030744,4.059263925,0.362144961,0.977977109
"hpr; MarR family transcriptional regulator, protease production regulatory protein HPr",,0.00140004,3.10038E-05,,0.000426198,8.99541E-08,65,0.002080682,3.84346E-07,93,,-2.402346938,129.8769066,0.008852519,0.295477086,,-1.585546535,0.806425209,0.051057063,0.840365052
spo0B; stage 0 sporulation protein B (sporulation initiation phosphotransferase) [EC:2.7.-.-],,0.00140004,3.10038E-05,,0.000426198,8.99541E-08,65,0.002080682,3.84346E-07,93,,-2.402346938,129.8769066,0.008852519,0.295477086,,-1.585546535,0.806425209,0.051057063,0.840365052
nnr; ADP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.136],,0.001394866,2.55628E-05,,0.00171551,2.67587E-07,65,0.001170761,1.67906E-07,93,,0.825479173,133.0687442,0.205288523,0.407078484,,0.382056898,0.467212402,0.414754561,0.977977109
"cobZ, tcuA; tricarballylate dehydrogenase",,0.001392259,2.43416E-05,,0.000679508,4.13559E-08,65,0.001890418,2.44755E-07,93,,-2.263837223,120.7607328,0.01268446,0.299705431,,-1.023184993,0.497131579,0.041236838,0.840365052
spoIIIAB; stage III sporulation protein AB,,0.001390448,2.55386E-05,,0.000703823,1.73056E-07,65,0.001870346,2.08543E-07,93,,-1.888380991,154.8034295,0.030422814,0.365634249,,-0.977351363,0.591479268,0.100467426,0.897477033
"K11691, dctS; two-component system, CitB family, sensor histidine kinase DctS [EC:2.7.13.3]",,0.00138974,4.92993E-05,,0.000619513,3.3096E-07,65,0.00192807,9.44757E-07,93,,-1.158551885,142.5930066,0.124287762,0.386880433,,-1.135341192,1.118266177,0.311549572,0.977977109
pilK; type IV pilus assembly protein PilK,,0.001384923,2.57655E-05,,0.001954979,3.89071E-07,65,0.000986497,1.10739E-07,93,,1.369900932,99.98209023,0.08689321,0.386880433,,0.68397451,0.463862244,0.142356667,0.952019478
"lst; beta-galactosamide-alpha-2,3-sialyltransferase [EC:2.4.99.-]",,0.001380903,2.54304E-05,,0.001129069,1.22102E-07,65,0.001556916,2.36057E-07,93,,-0.714908773,152.9603014,0.237877564,0.420775439,,-0.321313827,0.479533724,0.503813568,0.981594658
"K00184; prokaryotic molybdopterin-containing oxidoreductase family, iron-sulfur binding subunit",,0.001378839,2.50102E-05,,0.001141649,1.07257E-07,65,0.001544616,2.3366E-07,93,,-0.690154442,150.3167181,0.245580635,0.424194366,,-0.30230205,0.46985529,0.520913179,0.988538446
mtrB; transcription attenuation protein (tryptophan RNA-binding attenuator protein),,0.00137704,3.07981E-05,,0.000572247,1.03086E-07,65,0.001939529,3.76019E-07,93,,-1.975343201,134.7949528,0.025135999,0.339703928,,-1.220629494,0.707528257,0.086471346,0.881339685
"bceB, vraE; bacitracin transport system permease protein",,0.001376433,2.97029E-05,,0.000615799,1.032E-07,65,0.001908059,3.46505E-07,93,,-1.92701963,137.4368799,0.028020338,0.352885288,,-1.130920436,0.664678592,0.090849883,0.885915405
kshA; 3-ketosteroid 9alpha-monooxygenase subunit A [EC:1.14.13.142],,0.001376196,5.78E-05,,0.000505012,4.1545E-08,65,0.001985089,1.50038E-06,93,,-1.191934674,97.05844908,0.118096553,0.386880433,,-1.368837543,1.251548639,0.275765942,0.977977109
"hpaD, hpcB; 3,4-dihydroxyphenylacetate 2,3-dioxygenase [EC:1.13.11.15]",,0.001375764,2.84225E-05,,0.000838684,1.24622E-07,65,0.001751142,3.05741E-07,93,,-1.390897894,147.1426492,0.083178081,0.386880433,,-0.736189819,0.575738948,0.202906344,0.972563282
pel; pectate lyase [EC:4.2.2.2],,0.001373379,3.21729E-05,,0.000808336,1.04187E-07,65,0.001768301,4.19381E-07,93,,-1.326687665,131.704553,0.093453867,0.386880433,,-0.782796509,0.642636358,0.225024382,0.977977109
abmG; 2-aminobenzoate-CoA ligase [EC:6.2.1.32],,0.001372637,2.83743E-05,,0.000703608,7.76863E-08,65,0.001840238,3.25254E-07,93,,-1.790601859,130.4950414,0.037837811,0.37321347,,-0.961429153,0.591761974,0.106247574,0.91173699
"VCP, CDC48; transitional endoplasmic reticulum ATPase",,0.001372411,2.08435E-05,,0.000891049,4.47131E-08,65,0.001708848,1.74284E-07,93,,-1.747539244,132.7051326,0.041428472,0.383292788,,-0.651175121,0.404117606,0.109124766,0.917943151
fabY; acetoacetyl-[acyl-carrier protein] synthase [EC:2.3.1.180],,0.00137084,2.52483E-05,,0.002020469,3.66773E-07,65,0.000916799,1.08242E-07,93,,1.601347562,101.2169421,0.056208261,0.386880433,,0.790197117,0.467854676,0.09322107,0.893644127
glpM; membrane protein GlpM,,0.001365604,2.62718E-05,,0.000940958,1.33912E-07,65,0.0016624,2.48734E-07,93,,-1.166279559,153.6907936,0.122654014,0.386880433,,-0.569119318,0.523304979,0.278472102,0.977977109
phd; antitoxin Phd,,0.001363396,3.35974E-05,,0.001898778,8.43955E-07,65,0.000989205,1.03037E-07,93,,0.934683174,79.75424654,0.176386503,0.395969742,,0.652064557,0.577286446,0.260406555,0.977977109
mal; methylaspartate ammonia-lyase [EC:4.3.1.2],,0.001361328,2.54869E-05,,0.001363388,1.63601E-07,65,0.001359887,2.18018E-07,93,,0.005666383,155.7809257,0.497743077,0.49972013,,0.00257075,0.479746985,0.995731359,0.999383253
nodJ; lipooligosaccharide transport system permease protein,,0.001360384,2.48034E-05,,0.0008507,5.57426E-08,65,0.001716614,2.51361E-07,93,,-1.562544953,128.2615456,0.06031184,0.386880433,,-0.702049336,0.487943721,0.152212903,0.955518016
"comP; two-component system, NarL family, sensor histidine kinase ComP [EC:2.7.13.3]",,0.001360047,6.98278E-05,,0.000898638,6.86397E-07,65,0.001682537,1.89709E-06,93,,-0.487704969,143.5954674,0.313251312,0.446367093,,-0.627178204,1.390245306,0.652523963,0.999383253
"mgtA; phosphatidylinositol alpha 1,6-mannosyltransferase [EC:2.4.1.-]",,0.001354037,2.23072E-05,,0.001048715,1.14939E-07,65,0.001567434,1.70858E-07,93,,-0.970293371,155.9578579,0.166701341,0.389783618,,-0.401874468,0.437771073,0.360035247,0.977977109
thiZ; putative hydroxymethylpyrimidine transport system ATP-binding protein,,0.001352331,2.01836E-05,,0.001227446,1.30198E-07,65,0.001439617,1.23107E-07,93,,-0.421565496,149.3562846,0.33697415,0.456007794,,-0.159441912,0.387811143,0.681539331,0.999383253
pspE; phage shock protein E,,0.001349556,2.29901E-05,,0.001480552,3.05165E-07,65,0.001258,9.35222E-08,93,,0.352463806,102.5388757,0.362606942,0.46088362,,0.162891511,0.425810588,0.702578195,0.999383253
wzxE; enterobacterial common antigen flippase,,0.001346143,2.52379E-05,,0.001318153,2.19418E-07,65,0.001365705,1.85083E-07,93,,-0.074766826,145.4928957,0.470251469,0.492641682,,-0.035439278,0.48169517,0.941445201,0.999383253
"tupA, vupA; tungstate transport system substrate-binding protein",,0.00134334,2.33377E-05,,0.001109812,1.01995E-07,65,0.001506558,1.99199E-07,93,,-0.722920076,152.7612236,0.235417181,0.419667345,,-0.305637172,0.451386564,0.499340685,0.981594658
gerPF; spore germination protein PF,,0.001341349,3.59065E-05,,8.86976E-05,1.12158E-09,65,0.002216859,5.69798E-07,93,,-2.816547071,92.36202371,0.002967743,0.270112364,,-3.218613266,1.603919888,0.046507411,0.840365052
"degU; two-component system, NarL family, response regulator DegU",,0.001341007,3.09347E-05,,0.000547773,1.11037E-07,65,0.001895418,3.76257E-07,93,,-1.930543946,137.1433021,0.027801591,0.352885288,,-1.241332961,0.741639636,0.096180035,0.897477033
K18383; trans-feruloyl-CoA hydratase / vanillin synthase [EC:4.2.1.101 4.1.2.41],,0.001338326,2.63525E-05,,0.001008759,1.53087E-07,65,0.001568668,2.42283E-07,93,,-0.890462728,155.6579849,0.187295858,0.399050876,,-0.441505869,0.526039343,0.402584196,0.977977109
spoVAB; stage V sporulation protein AB,,0.001337754,2.63036E-05,,0.000226062,5.4405E-09,65,0.002114743,2.98341E-07,93,,-3.426717624,95.34041455,0.000451571,0.231284919,,-2.235880457,0.782851306,0.004873732,0.840365052
tll; dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD+) [EC:1.1.1.339],,0.001337256,1.49167E-05,,0.001641208,9.16323E-08,65,0.001124816,5.61822E-08,93,,1.343137238,132.0156272,0.090766018,0.386880433,,0.377812526,0.282942995,0.183724788,0.965431496
"dmpB, xylE; catechol 2,3-dioxygenase [EC:1.13.11.2]",,0.001335637,2.47889E-05,,0.000596277,3.23321E-08,65,0.001852394,2.58711E-07,93,,-2.328367632,113.8753987,0.010828761,0.295765399,,-1.133528894,0.536470838,0.03619788,0.840365052
"tetB; MFS transporter, DHA2 family, metal-tetracycline-proton antiporter",,0.001335514,2.16475E-05,,0.001238926,2.18871E-07,65,0.001403022,1.08127E-07,93,,-0.286964265,122.1209664,0.387313003,0.47134546,,-0.124384257,0.423655982,0.769455865,0.999383253
"norG; GntR family transcriptional regulator, regulator for abcA and norABC",,0.001333422,3.01378E-05,,0.000527982,9.54481E-08,65,0.001896363,3.61289E-07,93,,-2.024762006,133.6250053,0.022442091,0.329904988,,-1.278631695,0.729057918,0.0814263,0.866303236
"bpsB, srsB; methyltransferase",,0.001331696,3.03955E-05,,0.000456319,9.10532E-08,65,0.001943519,3.69053E-07,93,,-2.192503129,131.4910503,0.015051323,0.307064241,,-1.449064107,0.785864875,0.067093298,0.840365052
puuP; putrescine importer,,0.001328191,2.00959E-05,,0.00167732,1.83563E-07,65,0.001084176,9.41704E-08,93,,1.125500734,123.8369334,0.13127674,0.386880433,,0.436376849,0.382955205,0.256241976,0.977977109
kipA; antagonist of KipI,,0.00132649,2.40417E-05,,0.00023214,6.96562E-09,65,0.002091359,2.45929E-07,93,,-3.69709621,97.17330289,0.000180507,0.231284919,,-2.198230519,0.719536791,0.002647145,0.840365052
pucG; (S)-ureidoglycine---glyoxylate transaminase [EC:2.6.1.112],,0.001326314,3.59759E-05,,0.001571843,7.35066E-07,65,0.001154709,2.34706E-07,93,,0.423585271,104.0180152,0.33637145,0.456007794,,0.308400576,0.671645235,0.646749942,0.999383253
mqsA; HTH-type transcriptional regulator / antitoxin MqsA,,0.001320848,2.55286E-05,,0.000869906,1.04785E-07,65,0.001636022,2.44963E-07,93,,-1.295439699,148.4853078,0.098589468,0.386880433,,-0.631638364,0.52643066,0.232016254,0.977977109
"bceR; two-component system, OmpR family, bacitracin resistance response regulator BceR",,0.001319938,2.94968E-05,,0.000581341,1.02507E-07,65,0.001836161,3.41678E-07,93,,-1.882780295,137.6700771,0.030920114,0.365634249,,-1.150094068,0.69413787,0.099556252,0.897477033
spoVAA; stage V sporulation protein AA,,0.00131786,2.59883E-05,,0.000195758,4.79746E-09,65,0.002102125,2.90802E-07,93,,-3.506345867,95.02337713,0.000347678,0.231284919,,-2.373824513,0.830538304,0.00484317,0.840365052
rhaT; L-rhamnose-H+ transport protein,,0.001313641,2.31617E-05,,0.000685684,3.01475E-08,65,0.001752536,2.25998E-07,93,,-2.10795288,115.2345513,0.018601236,0.315132161,,-0.938401677,0.485368649,0.055000259,0.840365052
"narT; MFS transporter, NNP family, putative nitrate transporter",,0.001313282,3.26574E-05,,0.000971402,2.82064E-07,65,0.00155223,3.49895E-07,93,,-0.730638354,155.1653369,0.23305093,0.4192596,,-0.46870687,0.676546283,0.489469208,0.97968701
"mdeA; MFS transporter, DHA2 family, multidrug resistance protein",,0.00131018,3.26643E-05,,0.000993129,2.82388E-07,65,0.001531775,3.50158E-07,93,,-0.677262785,155.1608153,0.249623891,0.424490466,,-0.433321602,0.672992536,0.520603401,0.988538446
fabL; enoyl-[acyl-carrier protein] reductase III [EC:1.3.1.104],,0.001306544,3.26964E-05,,0.000280625,1.56193E-08,65,0.002023584,4.68535E-07,93,,-2.504927852,98.07946581,0.006947815,0.295477086,,-1.975605484,0.923539168,0.033978,0.840365052
"ligK, galC; 4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17]",,0.001305176,2.31271E-05,,0.000689593,5.61617E-08,65,0.001735423,2.12814E-07,93,,-2.016528152,133.5907178,0.022874694,0.329904988,,-0.922905276,0.503618019,0.068776139,0.841044029
AFMID; arylformamidase [EC:3.5.1.9],,0.001302794,2.29242E-05,,0.000763382,5.77645E-08,65,0.001679802,2.0889E-07,93,,-1.774680145,135.0693074,0.03910169,0.378283174,,-0.788673243,0.484451173,0.105548666,0.91173699
liaI; lia operon protein LiaI,,0.001298045,3.1197E-05,,0.000468784,9.69675E-08,65,0.001877636,3.89808E-07,93,,-2.019301921,131.7452181,0.022742327,0.329904988,,-1.387627674,0.807155145,0.08756904,0.881339685
cotJA; spore coat protein JA,,0.001297393,3.00377E-05,,0.000389691,7.69332E-08,65,0.001931808,3.65272E-07,93,,-2.319026772,126.7523295,0.010996983,0.297234336,,-1.600858788,0.839215601,0.058284892,0.840365052
agrD; AgrD protein,,0.001296475,3.26681E-05,,0.000959815,2.82277E-07,65,0.001531775,3.50158E-07,93,,-0.719213133,155.165277,0.236545694,0.420359973,,-0.467441861,0.68537004,0.496232348,0.981594658
aur; aureolysin [EC:3.4.24.29],,0.001296475,3.26681E-05,,0.000959815,2.82277E-07,65,0.001531775,3.50158E-07,93,,-0.719213133,155.165277,0.236545694,0.420359973,,-0.467441861,0.68537004,0.496232348,0.981594658
"braD, bceA; bacitracin transport system ATP-binding protein",,0.001296475,3.26681E-05,,0.000959815,2.82277E-07,65,0.001531775,3.50158E-07,93,,-0.719213133,155.165277,0.236545694,0.420359973,,-0.467441861,0.68537004,0.496232348,0.981594658
hrtA; hemin transport system ATP-binding protein [EC:3.6.3.-],,0.001296475,3.26681E-05,,0.000959815,2.82277E-07,65,0.001531775,3.50158E-07,93,,-0.719213133,155.165277,0.236545694,0.420359973,,-0.467441861,0.68537004,0.496232348,0.981594658
"pleD; two-component system, cell cycle response regulator [EC:2.7.7.65]",,0.00129381,2.30672E-05,,0.000601107,3.06638E-08,65,0.001777957,2.2264E-07,93,,-2.338300266,115.926034,0.010542708,0.295735719,,-1.084447567,0.510251201,0.035134743,0.840365052
